error;objectId;taux
Server error;wp_94_Normalized,wp_96_Normalized,wp_53_Normalized,wp_83_Normalized,wp_8_Normalized,wp_4_Normalized,wp_26_Normalized,wp_0_Normalized,wp_27_Normalized,wp_15_Normalized,wp_6_Normalized,wp_98_Normalized,wp_123_Normalized,wp_7_Normalized,wp_3_Normalized,wp_17_Normalized;100.00%
