objectId,inSize,totalTime,generated
kb_1090_Normalized,1522,120,True
kb_1089_Normalized,1522,118,True
kb_1038_Normalized,1529,116,True
kb_380_Normalized,1552,118,True
kb_379_Normalized,1552,116,True
kb_977_Normalized,1560,117,True
kb_976_Normalized,1560,114,True
kb_124_Normalized,1567,116,True
kb_123_Normalized,1567,118,True
kb_1059_Normalized,1610,115,True
kb_1058_Normalized,1610,117,True
kb_114_Normalized,1626,116,True
kb_113_Normalized,1626,115,True
kb_846_Normalized,1629,117,True
kb_845_Normalized,1629,122,True
kb_638_Normalized,1655,116,True
kb_637_Normalized,1655,113,True
kb_374_Normalized,1658,129,True
kb_373_Normalized,1658,129,True
kb_232_Normalized,1672,126,True
kb_231_Normalized,1672,121,True
kb_230_Normalized,1672,120,True
kb_229_Normalized,1672,121,True
kb_1003_Normalized,1678,116,True
kb_1002_Normalized,1678,123,True
kb_1001_Normalized,1678,125,True
kb_1000_Normalized,1678,119,True
kb_801_Normalized,1681,126,True
kb_800_Normalized,1681,128,True
kb_799_Normalized,1681,131,True
kb_798_Normalized,1681,134,True
kb_1055_Normalized,1701,118,True
kb_1054_Normalized,1701,121,True
kb_1084_Normalized,1703,116,True
kb_1083_Normalized,1703,124,True
kb_895_Normalized,1713,118,True
kb_894_Normalized,1713,116,True
kb_817_Normalized,1714,124,True
kb_816_Normalized,1714,118,True
kb_52_Normalized,1714,121,True
kb_51_Normalized,1714,119,True
kb_892_Normalized,1715,128,True
kb_891_Normalized,1715,127,True
kb_303_Normalized,1717,127,True
kb_301_Normalized,1717,130,True
kb_29_Normalized,1720,127,True
kb_28_Normalized,1720,118,True
kb_27_Normalized,1720,126,True
kb_365_Normalized,1723,131,True
kb_364_Normalized,1723,122,True
kb_769_Normalized,1741,131,True
kb_768_Normalized,1741,125,True
kb_559_Normalized,1760,124,True
kb_558_Normalized,1760,118,True
kb_397_Normalized,1764,122,True
kb_396_Normalized,1764,127,True
kb_395_Normalized,1764,128,True
kb_787_Normalized,1773,119,True
kb_786_Normalized,1773,119,True
kb_349_Normalized,1783,120,True
kb_348_Normalized,1783,127,True
kb_965_Normalized,1790,132,True
kb_964_Normalized,1790,120,True
kb_520_Normalized,1808,125,True
kb_519_Normalized,1808,131,True
kb_518_Normalized,1808,127,True
kb_195_Normalized,1833,133,True
kb_194_Normalized,1833,131,True
kb_193_Normalized,1833,124,True
kb_963_Normalized,1860,129,True
kb_785_Normalized,1868,131,True
kb_784_Normalized,1868,121,True
kb_1132_Normalized,1892,123,True
kb_1131_Normalized,1892,131,True
kb_481_Normalized,1896,115,True
kb_480_Normalized,1896,127,True
kb_613_Normalized,1903,124,True
kb_612_Normalized,1903,124,True
kb_829_Normalized,1906,124,True
kb_260_Normalized,1920,115,True
kb_259_Normalized,1920,132,True
kb_258_Normalized,1920,123,True
kb_257_Normalized,1920,120,True
kb_256_Normalized,1920,116,True
kb_666_Normalized,1921,121,True
kb_665_Normalized,1921,128,True
kb_932_Normalized,1942,123,True
kb_931_Normalized,1942,127,True
kb_658_Normalized,1948,118,True
kb_657_Normalized,1948,119,True
kb_50_Normalized,1966,118,True
kb_49_Normalized,1966,120,True
kb_459_Normalized,1966,123,True
kb_458_Normalized,1966,124,True
kb_457_Normalized,1966,122,True
kb_993_Normalized,1986,120,True
kb_992_Normalized,1986,118,True
kb_832_Normalized,2009,132,True
kb_1080_Normalized,2010,121,True
kb_1079_Normalized,2010,120,True
kb_376_Normalized,2028,117,True
kb_375_Normalized,2028,119,True
kb_826_Normalized,2054,125,True
kb_825_Normalized,2054,116,True
kb_824_Normalized,2054,117,True
kb_186_Normalized,2063,121,True
kb_185_Normalized,2063,120,True
kb_184_Normalized,2063,119,True
kb_406_Normalized,2065,117,True
kb_216_Normalized,2091,123,True
kb_215_Normalized,2091,116,True
kb_214_Normalized,2091,117,True
kb_849_Normalized,2107,118,True
kb_848_Normalized,2107,115,True
kb_847_Normalized,2107,120,True
kb_702_Normalized,2122,120,True
kb_701_Normalized,2122,127,True
kb_692_Normalized,2129,127,True
kb_691_Normalized,2129,117,True
kb_615_Normalized,2165,118,True
kb_614_Normalized,2165,120,True
kb_130_Normalized,2170,120,True
kb_129_Normalized,2170,119,True
kb_447_Normalized,2175,119,True
kb_446_Normalized,2175,127,True
kb_881_Normalized,2176,120,True
kb_880_Normalized,2176,119,True
kb_879_Normalized,2176,129,True
kb_878_Normalized,2176,118,True
kb_877_Normalized,2176,135,True
kb_80_Normalized,2194,123,True
kb_79_Normalized,2194,120,True
kb_76_Normalized,2219,121,False
kb_75_Normalized,2219,118,True
kb_78_Normalized,2329,115,True
kb_77_Normalized,2329,131,True
kb_201_Normalized,2372,127,True
kb_200_Normalized,2372,129,True
kb_199_Normalized,2372,118,True
kb_248_Normalized,2376,128,True
kb_245_Normalized,2376,127,True
kb_441_Normalized,2392,123,True
kb_440_Normalized,2392,117,True
kb_439_Normalized,2392,120,True
kb_357_Normalized,2401,118,True
kb_356_Normalized,2401,121,True
kb_582_Normalized,2414,129,True
kb_581_Normalized,2414,119,True
kb_627_Normalized,2429,120,True
kb_626_Normalized,2429,123,True
kb_317_Normalized,2458,130,True
kb_316_Normalized,2458,122,True
kb_653_Normalized,2468,119,True
kb_652_Normalized,2468,121,True
kb_1035_Normalized,2468,123,True
kb_1034_Normalized,2468,123,True
kb_371_Normalized,2477,120,True
kb_370_Normalized,2477,128,True
kb_36_Normalized,2501,122,True
kb_422_Normalized,2506,136,True
kb_421_Normalized,2506,118,True
kb_38_Normalized,2511,134,True
kb_37_Normalized,2511,127,True
kb_834_Normalized,2550,127,True
kb_833_Normalized,2550,122,True
kb_777_Normalized,2552,119,True
kb_776_Normalized,2552,118,True
kb_355_Normalized,2563,117,True
kb_354_Normalized,2563,120,True
kb_183_Normalized,2643,122,True
kb_182_Normalized,2643,124,True
kb_747_Normalized,2678,122,True
kb_746_Normalized,2678,117,True
kb_1067_Normalized,2708,115,True
kb_1066_Normalized,2708,119,True
kb_509_Normalized,2744,123,True
kb_508_Normalized,2744,118,True
kb_536_Normalized,2752,134,True
kb_535_Normalized,2752,121,True
kb_66_Normalized,2765,121,True
kb_65_Normalized,2765,117,True
kb_749_Normalized,2784,118,True
kb_748_Normalized,2784,115,True
kb_402_Normalized,2806,118,True
kb_633_Normalized,2808,116,True
kb_632_Normalized,2808,119,True
kb_889_Normalized,2858,120,True
kb_888_Normalized,2858,117,True
kb_887_Normalized,2858,118,True
kb_64_Normalized,2900,117,True
kb_63_Normalized,2900,119,True
kb_942_Normalized,2942,122,True
kb_941_Normalized,2942,117,True
kb_528_Normalized,2991,119,True
kb_527_Normalized,2991,120,True
kb_831_Normalized,2997,118,True
kb_830_Normalized,2997,119,True
kb_1121_Normalized,3005,120,True
kb_74_Normalized,3010,118,True
kb_73_Normalized,3010,118,True
kb_1124_Normalized,3020,119,True
kb_1123_Normalized,3020,122,True
kb_1122_Normalized,3022,124,True
kb_116_Normalized,3040,117,True
kb_115_Normalized,3040,117,True
kb_283_Normalized,3058,128,True
kb_279_Normalized,3058,119,True
kb_420_Normalized,3084,116,True
kb_419_Normalized,3084,122,True
kb_534_Normalized,3133,123,True
kb_533_Normalized,3133,119,True
kb_1076_Normalized,3171,119,True
kb_1078_Normalized,3181,119,True
kb_1077_Normalized,3181,118,True
kb_700_Normalized,3214,114,True
kb_699_Normalized,3214,122,True
kb_981_Normalized,3232,118,True
kb_980_Normalized,3232,118,True
kb_915_Normalized,3255,119,True
kb_914_Normalized,3255,123,True
kb_623_Normalized,3275,124,True
kb_622_Normalized,3275,141,True
kb_549_Normalized,3292,136,True
kb_548_Normalized,3292,121,True
kb_836_Normalized,3298,120,True
kb_835_Normalized,3298,121,True
kb_173_Normalized,3318,119,True
kb_172_Normalized,3318,120,True
kb_1036_Normalized,3318,117,True
kb_171_Normalized,3338,121,True
kb_928_Normalized,3389,124,True
kb_927_Normalized,3389,123,True
kb_926_Normalized,3389,122,True
kb_913_Normalized,3399,116,True
kb_912_Normalized,3399,117,True
kb_793_Normalized,3404,120,True
kb_792_Normalized,3404,122,True
kb_757_Normalized,3408,128,True
kb_756_Normalized,3408,121,True
kb_1151_Normalized,3456,122,True
kb_1147_Normalized,3456,120,True
kb_1148_Normalized,3466,122,True
kb_1149_Normalized,3486,119,True
kb_1152_Normalized,3496,118,True
kb_1150_Normalized,3496,118,True
kb_5_Normalized,3528,118,True
kb_4_Normalized,3528,122,True
kb_3_Normalized,3528,119,True
kb_2_Normalized,3528,128,True
kb_791_Normalized,3539,120,True
kb_790_Normalized,3539,128,True
kb_167_Normalized,3541,127,True
kb_166_Normalized,3541,114,True
kb_946_Normalized,3561,119,True
kb_945_Normalized,3561,122,True
kb_952_Normalized,3562,118,True
kb_954_Normalized,3582,120,True
kb_953_Normalized,3582,123,True
kb_165_Normalized,3606,126,True
kb_154_Normalized,3626,129,True
kb_153_Normalized,3626,120,True
kb_152_Normalized,3626,121,True
kb_118_Normalized,3644,122,True
kb_117_Normalized,3644,117,True
kb_551_Normalized,3674,119,True
kb_550_Normalized,3674,122,True
kb_532_Normalized,3704,125,True
kb_531_Normalized,3704,122,True
kb_296_Normalized,3708,114,True
kb_295_Normalized,3708,126,True
kb_40_Normalized,3712,120,True
kb_21_Normalized,3722,114,True
kb_20_Normalized,3722,115,True
kb_39_Normalized,3770,116,True
kb_1134_Normalized,3853,123,True
kb_1133_Normalized,3853,121,True
kb_477_Normalized,3883,126,True
kb_476_Normalized,3883,119,True
kb_1025_Normalized,3885,119,True
kb_1024_Normalized,3885,121,True
kb_842_Normalized,3890,148,True
kb_841_Normalized,3890,125,True
kb_287_Normalized,3895,123,True
kb_286_Normalized,3895,120,True
kb_813_Normalized,3923,124,True
kb_810_Normalized,3923,124,True
kb_211_Normalized,4044,133,True
kb_475_Normalized,4046,122,True
kb_474_Normalized,4046,119,True
kb_823_Normalized,4057,118,True
kb_822_Normalized,4057,120,True
kb_213_Normalized,4064,117,True
kb_212_Normalized,4064,124,True
kb_672_Normalized,4171,122,True
kb_671_Normalized,4171,122,True
kb_487_Normalized,4185,117,True
kb_486_Normalized,4185,130,True
kb_179_Normalized,4188,127,True
kb_178_Normalized,4188,120,True
kb_177_Normalized,4198,122,True
kb_394_Normalized,4269,128,True
kb_393_Normalized,4269,123,True
kb_1033_Normalized,4338,125,True
kb_1032_Normalized,4338,128,True
kb_126_Normalized,4431,137,True
kb_125_Normalized,4431,120,True
kb_731_Normalized,4470,128,True
kb_345_Normalized,4479,120,True
kb_688_Normalized,4496,117,True
kb_687_Normalized,4496,118,True
kb_728_Normalized,4516,126,True
kb_698_Normalized,4527,123,True
kb_697_Normalized,4527,120,True
kb_181_Normalized,4557,118,True
kb_180_Normalized,4557,117,True
kb_427_Normalized,4595,118,True
kb_426_Normalized,4595,122,True
kb_425_Normalized,4595,118,True
kb_342_Normalized,4649,120,True
kb_285_Normalized,4681,122,True
kb_284_Normalized,4681,119,True
kb_33_Normalized,4859,117,True
kb_35_Normalized,4869,121,True
kb_34_Normalized,4869,131,False
kb_278_Normalized,4890,126,True
kb_274_Normalized,4890,121,True
kb_524_Normalized,4891,121,True
kb_523_Normalized,4891,122,True
kb_1154_Normalized,4939,124,True
kb_1153_Normalized,4939,118,True
kb_1044_Normalized,4972,124,True
kb_1046_Normalized,4990,120,True
kb_1045_Normalized,4990,122,True
kb_1015_Normalized,5014,118,True
kb_1012_Normalized,5014,116,True
kb_17_Normalized,5115,119,True
kb_1146_Normalized,5119,121,True
kb_1145_Normalized,5119,119,True
kb_16_Normalized,5173,125,True
kb_388_Normalized,5289,120,True
kb_387_Normalized,5289,127,True
kb_321_Normalized,5313,126,True
kb_320_Normalized,5313,124,True
kb_289_Normalized,5379,131,True
kb_288_Normalized,5379,117,True
kb_1158_Normalized,5399,115,True
kb_1157_Normalized,5399,125,True
kb_1050_Normalized,5402,133,True
kb_1052_Normalized,5422,120,True
kb_1051_Normalized,5422,128,True
kb_430_Normalized,5540,127,True
kb_429_Normalized,5540,130,True
kb_428_Normalized,5540,123,True
kb_244_Normalized,5575,118,True
kb_241_Normalized,5575,117,True
kb_23_Normalized,5628,117,True
kb_189_Normalized,5637,127,True
kb_188_Normalized,5637,127,True
kb_597_Normalized,5657,123,True
kb_596_Normalized,5657,128,True
kb_1086_Normalized,5682,122,True
kb_1085_Normalized,5682,123,True
kb_22_Normalized,5686,120,True
kb_617_Normalized,5895,122,True
kb_616_Normalized,5895,121,True
kb_646_Normalized,5986,121,True
kb_294_Normalized,6001,131,True
kb_293_Normalized,6001,122,True
kb_649_Normalized,6023,131,True
kb_205_Normalized,6068,134,True
kb_207_Normalized,6088,138,True
kb_206_Normalized,6088,118,True
kb_611_Normalized,6136,125,True
kb_610_Normalized,6136,125,True
kb_187_Normalized,6210,133,True
kb_347_Normalized,6215,122,True
kb_346_Normalized,6215,119,True
kb_733_Normalized,6259,122,True
kb_732_Normalized,6259,118,True
kb_629_Normalized,6462,122,True
kb_628_Normalized,6462,135,True
kb_775_Normalized,6469,120,True
kb_774_Normalized,6469,118,True
kb_903_Normalized,6553,120,True
kb_902_Normalized,6553,118,True
kb_344_Normalized,6649,126,True
kb_343_Normalized,6649,130,True
kb_730_Normalized,6670,122,True
kb_729_Normalized,6670,125,True
kb_319_Normalized,6800,117,True
kb_318_Normalized,6800,119,True
kb_48_Normalized,6928,123,True
kb_47_Normalized,6928,122,True
kb_19_Normalized,6994,119,True
kb_779_Normalized,7046,122,True
kb_778_Normalized,7046,119,True
kb_18_Normalized,7052,116,True
kb_315_Normalized,7232,121,True
kb_314_Normalized,7232,119,True
kb_522_Normalized,7313,121,True
kb_521_Normalized,7313,126,True
kb_134_Normalized,7390,126,True
kb_133_Normalized,7390,121,True
kb_948_Normalized,7407,121,True
kb_947_Normalized,7407,118,True
kb_651_Normalized,7505,125,True
kb_650_Normalized,7505,123,True
kb_686_Normalized,7559,118,True
kb_685_Normalized,7559,120,True
kb_690_Normalized,7589,124,True
kb_689_Normalized,7589,120,True
kb_453_Normalized,7726,122,True
kb_452_Normalized,7726,131,True
kb_451_Normalized,7726,121,True
kb_718_Normalized,7799,129,True
kb_717_Normalized,7799,124,True
kb_648_Normalized,7836,129,True
kb_647_Normalized,7836,122,True
kb_1143_Normalized,8401,120,True
kb_1142_Normalized,8401,119,True
kb_670_Normalized,8706,133,True
kb_669_Normalized,8706,119,True
kb_588_Normalized,8773,124,True
kb_587_Normalized,8773,117,True
kb_591_Normalized,8779,123,True
kb_590_Normalized,8779,129,True
kb_1021_Normalized,9852,126,True
kb_1020_Normalized,9910,127,True
kb_250_Normalized,10339,121,True
kb_751_Normalized,10864,121,True
kb_750_Normalized,10864,118,True
kb_454_Normalized,11555,123,True
kb_456_Normalized,11560,123,True
kb_455_Normalized,11560,117,True
kb_249_Normalized,12366,117,True
kb_1139_Normalized,12451,123,True
kb_1138_Normalized,12451,121,True
kb_557_Normalized,13219,118,True
kb_556_Normalized,13219,123,True
kb_555_Normalized,13553,124,True
kb_552_Normalized,13673,121,True
kb_781_Normalized,13827,135,True
kb_780_Normalized,13827,119,True
kb_554_Normalized,13870,130,True
kb_553_Normalized,13870,123,True
kb_603_Normalized,14271,119,True
kb_602_Normalized,14271,122,True
kb_991_Normalized,14375,130,True
kb_990_Normalized,14375,123,True
kb_1144_Normalized,14409,117,True
kb_369_Normalized,14543,137,True
kb_368_Normalized,14543,127,True
kb_220_Normalized,15548,129,True
kb_222_Normalized,15708,139,True
kb_221_Normalized,15708,122,True
kb_403_Normalized,16213,119,True
kb_1096_Normalized,16413,127,True
kb_1095_Normalized,16413,121,True
kb_645_Normalized,16434,121,True
kb_644_Normalized,16434,129,True
kb_1094_Normalized,16447,136,True
kb_737_Normalized,16719,119,True
kb_736_Normalized,16719,140,True
kb_1_Normalized,17110,136,True
kb_0_Normalized,17110,127,True
kb_566_Normalized,17586,127,True
kb_565_Normalized,17586,124,True
kb_564_Normalized,17620,128,True
kb_409_Normalized,17781,124,True
kb_408_Normalized,17781,126,True
kb_407_Normalized,18115,123,True
kb_631_Normalized,19216,120,True
kb_630_Normalized,19216,126,True
kb_102_Normalized,19511,121,True
kb_106_Normalized,19553,137,True
kb_101_Normalized,19569,122,True
kb_758_Normalized,19576,119,True
kb_761_Normalized,19607,121,True
kb_105_Normalized,19611,123,True
kb_760_Normalized,19688,117,True
kb_759_Normalized,19690,124,True
kb_934_Normalized,19714,120,True
kb_933_Normalized,19772,140,False
kb_911_Normalized,20013,121,True
kb_514_Normalized,20071,119,True
kb_909_Normalized,20083,121,True
kb_512_Normalized,20134,122,True
kb_513_Normalized,20154,124,True
kb_138_Normalized,20621,129,True
kb_58_Normalized,20674,131,True
kb_135_Normalized,20684,136,True
kb_57_Normalized,20732,119,True
kb_850_Normalized,20733,118,True
kb_137_Normalized,20837,131,True
kb_136_Normalized,20842,132,True
kb_443_Normalized,20846,121,True
kb_851_Normalized,20863,119,True
kb_853_Normalized,20876,121,True
kb_442_Normalized,20927,123,True
kb_852_Normalized,20965,121,True
kb_87_Normalized,21167,125,True
kb_90_Normalized,21228,134,True
kb_89_Normalized,21317,127,True
kb_854_Normalized,21335,124,True
kb_574_Normalized,21345,135,True
kb_88_Normalized,21350,121,True
kb_857_Normalized,21389,134,True
kb_405_Normalized,21390,123,True
kb_404_Normalized,21390,122,True
kb_573_Normalized,21403,125,True
kb_727_Normalized,21468,120,True
kb_726_Normalized,21468,124,True
kb_856_Normalized,21478,123,True
kb_855_Normalized,21511,122,True
kb_1065_Normalized,21739,125,True
kb_1064_Normalized,21819,122,True
kb_526_Normalized,22034,124,True
kb_525_Normalized,22092,125,True
kb_159_Normalized,22430,123,True
kb_1028_Normalized,22506,124,True
kb_161_Normalized,22534,122,True
kb_1026_Normalized,22574,117,True
kb_1027_Normalized,22584,125,True
kb_160_Normalized,22612,124,True
kb_971_Normalized,22626,127,True
kb_1072_Normalized,22642,135,True
kb_970_Normalized,22684,140,True
kb_1070_Normalized,22687,126,True
kb_1071_Normalized,22727,132,True
kb_168_Normalized,22984,124,True
kb_170_Normalized,23040,122,True
kb_68_Normalized,23055,129,True
kb_169_Normalized,23118,128,True
kb_67_Normalized,23138,117,True
kb_389_Normalized,23303,119,True
kb_838_Normalized,23686,119,True
kb_837_Normalized,23744,125,True
kb_951_Normalized,23875,121,True
kb_949_Normalized,23909,122,True
kb_950_Normalized,23959,125,True
kb_112_Normalized,24352,118,True
kb_898_Normalized,24370,132,True
kb_111_Normalized,24410,116,True
