objectId;inSize;totalTime;generated;validated
sp_321_Normalized;677;12148;True;False;
sp_326_Normalized;691;10781;True;False;
sp_253_Normalized;1042;10247;True;True;
sp_357_Normalized;3458;9663;True;False;
sp_351_Normalized;5515;9695;True;False;
sp_307_Normalized;7073;10030;True;False;
sp_348_Normalized;7950;10293;True;False;
sp_347_Normalized;7950;8763;True;False;
sp_353_Normalized;11280;9307;True;True;
Percentage of validated instances : 22.00%
